UserID,recording_date,day_name,month_name,day_of_month,day_of_recording,year,duration,duration_buckets,age_category,Channel2,converted_recording_time,Name,Surname,Gender,Race,Age,Province,Email,Social_Media_Handle
809152,3/27/2016 13:07,Sun,Mar,27,Weekday,2016,1899-12-31T00:03:36.000Z,Morning,Youth,Channel O,1899-12-31T02:03:36.000Z,Samuel,Mcclaine,Male,black,25,Gauteng,Samuel 261@yahoo.com,@Samuel 26
809156,2/13/2016 3:21,Sat,Feb,13,Weekday,2016,1899-12-31T00:23:42.000Z,Morning,Youth,Trace TV,1899-12-31T02:23:42.000Z,Hugh,Styer,Male,black,25,Mpumalanga,Hugh14@abcmail.com,@Hugh1
809158,3/30/2016 17:00,Wed,Mar,30,Weekday,2016,1899-12-31T02:45:28.000Z,Morning,Youth,ICC Cricket World Cup 2011,1899-12-31T04:45:28.000Z,Michel,Pascarella,Male,indian_asian,28,Gauteng,Michel 201@yahoo.com,@Michel 20
809162,3/6/2016 11:25,Sun,Mar,6,Weekday,2016,1899-12-31T00:03:46.000Z,Morning,Middle_Aged,ICC Cricket World Cup 2011,1899-12-31T02:03:46.000Z,Emerson,Mccown,Male,black,54,Free State,Emerson 243@mail.com,@Emerson 24
809165,1/19/2016 18:36,Tue,Jan,19,Weekday,2016,1899-12-31T00:01:40.000Z,Morning,Adult,SuperSport Blitz,1899-12-31T02:01:40.000Z,Eli,Singer,Male,white,40,Gauteng,Eli 291@yahoo.com,@Eli 29
809166,2/24/2016 13:53,Wed,Feb,24,Weekday,2016,1899-12-31T00:04:02.000Z,Morning,Youth,ICC Cricket World Cup 2011,1899-12-31T02:04:02.000Z,Stacy,Shkreli,Male,white,22,Eastern Cape,Stacy 274@abcmail.com,@Stacy 27
809169,3/21/2016 0:03,Mon,Mar,21,Weekday,2016,1899-12-31T00:04:36.000Z,Morning,Middle_Aged,Africa Magic,1899-12-31T02:04:36.000Z,Wilburn,Bilyeu,Male,black,46,Gauteng,Wilburn 302@gmail.com,@Wilburn 30
809172,3/16/2016 19:12,Wed,Mar,16,Weekday,2016,1899-12-31T00:02:37.000Z,Morning,Youth,Africa Magic,1899-12-31T02:02:37.000Z,Williemae,Holt,Female,coloured,27,Mpumalanga,Williemae 415@mailxyz.com,@Williemae 41
809173,2/9/2016 09:05,Tue,Feb,9,Weekday,2016,1899-12-31T00:03:52.000Z,Morning,Adult,SuperSport Blitz,1899-12-31T02:03:52.000Z,Claud,Mosser,Male,black,35,KwaZulu-Natal,Claud 344@abcmail.com,@Claud 34
809176,1/19/2016 19:33,Tue,Jan,19,Weekday,2016,1899-12-31T00:00:00.000Z,Morning,Adult,SuperSport Blitz,1899-12-31T02:00:00.000Z,Garry,Pilot,Male,black,41,KwaZulu-Natal,Garry 283@mail.com,@Garry 28
809177,2/23/2016 9:07,Tue,Feb,23,Weekday,2016,1899-12-31T00:13:36.000Z,Morning,Adult,SuperSport Blitz,1899-12-31T02:13:36.000Z,Hollis,Singer,Male,black,37,Mpumalanga,Hollis 383@mail.com,@Hollis 38
809183,2/8/2016 21:32,Mon,Feb,8,Weekday,2016,1899-12-31T00:03:30.000Z,Morning,Adult,Live on SuperSport,1899-12-31T02:03:30.000Z,Claud,Marek,Male,black,44,Gauteng,Claud 343@mail.com,@Claud 34
809185,3/19/2016 9:00,Sat,Mar,19,Weekday,2016,1899-12-31T00:16:58.000Z,Morning,null,ICC Cricket World Cup 2011,1899-12-31T02:16:58.000Z,None,None,Not Specified,None,0,None,Blanca 391@yahoo.com,None
809188,2/21/2016 19:08,Sun,Feb,21,Weekday,2016,1899-12-31T00:13:00.000Z,Morning,null,SuperSport Blitz,1899-12-31T02:13:00.000Z,Nakita,Pool,Female,black,13,Free State,Nakita 185@mailxyz.com,@Nakita 18
809192,2/14/2016 17:17,Sun,Feb,14,Weekday,2016,1899-12-31T00:00:34.000Z,Morning,Youth,Africa Magic,1899-12-31T02:00:34.000Z,Royal,Mastrangelo,Male,black,30,Mpumalanga,Royal 171@yahoo.com,@Royal 17
809197,2/6/2016 12:27,Sat,Feb,6,Weekday,2016,1899-12-31T00:02:03.000Z,Morning,Youth,Trace TV,1899-12-31T02:02:03.000Z,Dion,Styer,Male,coloured,29,Western Cape,Dion 335@mailxyz.com,@Dion 33
809198,2/10/2016 18:41,Wed,Feb,10,Weekday,2016,1899-12-31T00:00:27.000Z,Morning,Youth,Channel O,1899-12-31T02:00:27.000Z,Yong,Arrieta,Male,black,32,Mpumalanga,Yong 483@mail.com,@Yong 48
809199,1/13/2016 20:45,Wed,Jan,13,Weekday,2016,1899-12-31T00:00:11.000Z,Morning,Adult,Cartoon Network,1899-12-31T02:00:11.000Z,Charlie,Beville,Male,coloured,35,Western Cape,Charlie 361@yahoo.com,@Charlie 36
809204,3/27/2016 13:08,Sun,Mar,27,Weekday,2016,1899-12-31T00:00:00.000Z,Morning,Middle_Aged,Trace TV,1899-12-31T02:00:00.000Z,Wilton,Gettys,Male,black,47,North West,Wilton 414@abcmail.com,@Wilton 41
809207,3/2/2016 11:09,Wed,Mar,2,Weekday,2016,1899-12-31T00:13:32.000Z,Morning,Youth,ICC Cricket World Cup 2011,1899-12-31T02:13:32.000Z,Yong,Wigfall,Male,coloured,33,Limpopo,Yong 484@abcmail.com,@Yong 48
809209,2/23/2016 7:31,Tue,Feb,23,Weekday,2016,1899-12-31T01:00:14.000Z,Morning,Youth,Boomerang,1899-12-31T03:00:14.000Z,Garry,Holt,Male,None,24,Western Cape,Garry 283@mail.com,@Garry 28
809216,2/4/2016 12:24,Thu,Feb,4,Weekday,2016,1899-12-31T00:00:31.000Z,Morning,Middle_Aged,Cartoon Network,1899-12-31T02:00:31.000Z,Hollis,Biggers,Male,black,47,Gauteng,Hollis 385@mailxyz.com,@Hollis 38
809218,1/18/2016 15:13,Mon,Jan,18,Weekday,2016,1899-12-31T00:39:56.000Z,Morning,Middle_Aged,Supersport Live Events,1899-12-31T02:39:56.000Z,Loyd,Langenfeld,Male,None,50,Western Cape,Loyd 495@mailxyz.com,@Loyd 49
809222,2/12/2016 11:09,Fri,Feb,12,Weekday,2016,1899-12-31T00:00:38.000Z,Morning,Senior,SuperSport Blitz,1899-12-31T02:00:38.000Z,Samuel,Styer,Male,None,59,North West,Samuel 264@abcmail.com,@Samuel 26
809226,1/21/2016 11:34,Thu,Jan,21,Weekday,2016,1899-12-31T00:43:18.000Z,Morning,Youth,Trace TV,1899-12-31T02:43:18.000Z,Yong,Mccollum,Male,coloured,34,Western Cape,Yong 483@mail.com,@Yong 48
809228,2/27/2016 13:50,Sat,Feb,27,Weekday,2016,1899-12-31T00:00:00.000Z,Morning,Adult,Supersport Live Events,1899-12-31T02:00:00.000Z,Abel,Pascarella,Male,coloured,43,Western Cape,Abel 183@mail.com,@Abel 18
809229,2/19/2016 14:36,Fri,Feb,19,Weekday,2016,1899-12-31T00:00:00.000Z,Morning,Youth,Channel O,1899-12-31T02:00:00.000Z,Jacinto,Gettys,Male,coloured,31,Western Cape,Jacinto 255@mailxyz.com,@Jacinto 25
809230,3/24/2016 23:12,Thu,Mar,24,Weekday,2016,1899-12-31T00:00:01.000Z,Morning,Adult,Africa Magic,1899-12-31T02:00:01.000Z,Markus,Tancredi,Male,black,39,Gauteng,Markus 193@mail.com,@Markus 19
809231,3/30/2016 15:57,Wed,Mar,30,Weekday,2016,1899-12-31T00:00:26.000Z,Morning,Middle_Aged,E! Entertainment,1899-12-31T02:00:26.000Z,Kip,Leicht,Male,black,45,Gauteng,Kip 145@mailxyz.com,@Kip 14
809245,3/24/2016 13:33,Thu,Mar,24,Weekday,2016,1899-12-31T00:08:04.000Z,Morning,Adult,Supersport Live Events,1899-12-31T02:08:04.000Z,Hollis,Pool,Male,coloured,35,Western Cape,Hollis 383@mail.com,@Hollis 38
809247,3/13/2016 20:35,Sun,Mar,13,Weekday,2016,1899-12-31T00:00:08.000Z,Morning,Adult,Africa Magic,1899-12-31T02:00:08.000Z,Stefan,Hier,Male,None,41,Eastern Cape,Stefan 461@yahoo.com,@Stefan 46
809249,2/28/2016 21:15,Sun,Feb,28,Weekday,2016,1899-12-31T00:16:53.000Z,Morning,Adult,Africa Magic,1899-12-31T02:16:53.000Z,Raymundo,Mastrangelo,Male,black,38,KwaZulu-Natal,Raymundo 435@mailxyz.com,@Raymundo 43
809251,3/29/2016 7:24,Tue,Mar,29,Weekday,2016,1899-12-31T00:00:04.000Z,Morning,Youth,Cartoon Network,1899-12-31T02:00:04.000Z,Yong,Mcclaine,Male,None,26,Western Cape,Yong 483@mail.com,@Yong 48
809264,3/28/2016 22:58,Mon,Mar,28,Weekday,2016,1899-12-31T00:00:00.000Z,Morning,Youth,Boomerang,1899-12-31T02:00:00.000Z,Kyle,Beville,Male,white,24,Gauteng,Kyle 65@mailxyz.com,@Kyle 6
809266,1/8/2016 18:10,Fri,Jan,8,Weekday,2016,1899-12-31T00:01:52.000Z,Morning,Middle_Aged,Supersport Live Events,1899-12-31T02:01:52.000Z,Yong,Mcculloch,Male,coloured,46,Free State,Yong 481@yahoo.com,@Yong 48
809278,3/7/2016 20:23,Mon,Mar,7,Weekday,2016,1899-12-31T00:00:58.000Z,Morning,Youth,Supersport Live Events,1899-12-31T02:00:58.000Z,Roxane,Lavoie,Female,black,28,Western Cape,Roxane 62@gmail.com,@Roxane 6
809284,2/25/2016 14:18,Thu,Feb,25,Weekday,2016,1899-12-31T00:00:14.000Z,Morning,Youth,ICC Cricket World Cup 2011,1899-12-31T02:00:14.000Z,Shane,Luthy,Male,white,32,Western Cape,Shane 24@abcmail.com,@Shane 2
809286,3/6/2016 07:32,Sun,Mar,6,Weekday,2016,1899-12-31T00:14:05.000Z,Morning,Adult,SawSee,1899-12-31T02:14:05.000Z,Robby,Roquemore,Male,white,35,Mpumalanga,Robby 164@abcmail.com,@Robby 16
809292,2/3/2016 10:21,Wed,Feb,3,Weekday,2016,1899-12-31T03:03:39.000Z,Morning,Youth,Trace TV,1899-12-31T05:03:39.000Z,Epifania,Crotty,Female,black,24,KwaZulu-Natal,Epifania 405@mailxyz.com,@Epifania 40
809304,3/30/2016 8:35,Wed,Mar,30,Weekday,2016,1899-12-31T00:07:48.000Z,Morning,Middle_Aged,ICC Cricket World Cup 2011,1899-12-31T02:07:48.000Z,Cody,Roquemore,Male,black,49,Mpumalanga,Cody 122@gmail.com,@Cody 12
809306,3/26/2016 5:33,Sat,Mar,26,Weekday,2016,1899-12-31T00:00:00.000Z,Morning,Youth,Supersport Live Events,1899-12-31T02:00:00.000Z,Stephen,Biggers,Male,white,30,KwaZulu-Natal,Stephen 151@yahoo.com,@Stephen 15
809311,2/20/2016 18:15,Sat,Feb,20,Weekday,2016,1899-12-31T00:00:00.000Z,Morning,Youth,SuperSport Blitz,1899-12-31T02:00:00.000Z,Garry,Fudge,Male,coloured,30,Western Cape,Garry 284@abcmail.com,@Garry 28
809312,2/13/2016 17:04,Sat,Feb,13,Weekday,2016,1899-12-31T00:00:30.000Z,Morning,Youth,SuperSport Blitz,1899-12-31T02:00:30.000Z,Hyman,Hier,Male,black,19,Gauteng,Hyman 82@gmail.com,@Hyman 8
809313,3/18/2016 13:48,Fri,Mar,18,Weekday,2016,1899-12-31T00:17:21.000Z,Morning,Middle_Aged,Boomerang,1899-12-31T02:17:21.000Z,Emerson,Wigfall,Male,white,53,Gauteng,Emerson 245@mailxyz.com,@Emerson 24
809315,2/27/2016 7:56,Sat,Feb,27,Weekday,2016,1899-12-31T00:11:24.000Z,Morning,Youth,Channel O,1899-12-31T02:11:24.000Z,Stefan,Mccown,Male,black,34,Free State,Stefan 464@abcmail.com,@Stefan 46
809316,3/26/2016 6:29,Sat,Mar,26,Weekday,2016,1899-12-31T00:03:28.000Z,Morning,Youth,Supersport Live Events,1899-12-31T02:03:28.000Z,Tiffani,Pilot,Female,black,29,Mpumalanga,Tiffani 255@mailxyz.com,@Tiffani 25
809317,2/19/2016 20:25,Fri,Feb,19,Weekday,2016,1899-12-31T00:00:49.000Z,Morning,Youth,M-Net,1899-12-31T02:00:49.000Z,Shane,Mccown,Male,None,29,Western Cape,Shane 23@mail.com,@Shane 2
809320,2/28/2016 6:42,Sun,Feb,28,Weekday,2016,1899-12-31T00:01:21.000Z,Morning,Youth,Africa Magic,1899-12-31T02:01:21.000Z,Chas,Slane,Male,black,34,Western Cape,Chas 352@gmail.com,@Chas 35
809321,2/3/2016 10:23,Wed,Feb,3,Weekday,2016,1899-12-31T00:09:30.000Z,Morning,Middle_Aged,Africa Magic,1899-12-31T02:09:30.000Z,Nakita,Pool,Female,black,52,Gauteng,Nakita 282@gmail.com,@Nakita 28
809323,2/4/2016 10:18,Thu,Feb,4,Weekday,2016,1899-12-31T00:03:45.000Z,Morning,Adult,Trace TV,1899-12-31T02:03:45.000Z,Desirae,Luthy,Female,coloured,35,Mpumalanga,Desirae 264@abcmail.com,@Desirae 26
809325,3/10/2016 21:43,Thu,Mar,10,Weekday,2016,1899-12-31T00:00:10.000Z,Morning,null,SuperSport Live Events,1899-12-31T02:00:10.000Z,Anette,Leicht,Female,black,15,Eastern Cape,Anette 233@mail.com,@Anette 23
809326,1/29/2016 13:53,Fri,Jan,29,Weekday,2016,1899-12-31T00:03:30.000Z,Morning,Adult,Channel O,1899-12-31T02:03:30.000Z,Stephen,Mcculloch,Male,black,39,KwaZulu-Natal,Stephen 152@gmail.com,@Stephen 15
809327,1/27/2016 20:53,Wed,Jan,27,Weekday,2016,1899-12-31T00:16:10.000Z,Morning,Adult,CNN,1899-12-31T02:16:10.000Z,Stacy,Fudge,Male,None,43,Western Cape,Stacy 275@mailxyz.com,@Stacy 27
809330,1/10/2016 13:44,Sun,Jan,10,Weekday,2016,1899-12-31T00:00:38.000Z,Morning,Adult,Supersport Live Events,1899-12-31T02:00:38.000Z,Stephen,Marek,Male,black,40,Gauteng,Stephen 151@yahoo.com,@Stephen 15
809331,2/13/2016 23:43,Sat,Feb,13,Weekday,2016,1899-12-31T00:11:06.000Z,Morning,Middle_Aged,SuperSport Blitz,1899-12-31T02:11:06.000Z,Brendan,Nicholls,Male,indian_asian,49,Western Cape,Brendan 452@gmail.com,@Brendan 45
809332,2/23/2016 4:42,Tue,Feb,23,Weekday,2016,1899-12-31T00:00:04.000Z,Morning,Youth,Cartoon Network,1899-12-31T02:00:04.000Z,Hugh,Styer,Male,None,26,Gauteng,Hugh13@mail.com,@Hugh1
809333,3/26/2016 4:43,Sat,Mar,26,Weekday,2016,1899-12-31T00:10:57.000Z,Morning,Youth,Trace TV,1899-12-31T02:10:57.000Z,Bret,Borelli,Male,black,28,Gauteng,Bret 315@mailxyz.com,@Bret 31
809337,2/24/2016 16:05,Wed,Feb,24,Weekday,2016,1899-12-31T00:01:48.000Z,Morning,Youth,Trace TV,1899-12-31T02:01:48.000Z,Raymundo,Slane,Male,coloured,21,Gauteng,Raymundo 434@abcmail.com,@Raymundo 43
809338,3/8/2016 18:42,Tue,Mar,8,Weekday,2016,1899-12-31T00:00:22.000Z,Morning,Youth,SuperSport Blitz,1899-12-31T02:00:22.000Z,Garry,Wigfall,Male,black,31,KwaZulu-Natal,Garry 284@abcmail.com,@Garry 28
809339,2/27/2016 11:36,Sat,Feb,27,Weekday,2016,1899-12-31T00:00:18.000Z,Morning,Middle_Aged,SuperSport Blitz,1899-12-31T02:00:18.000Z,Kyle,Borelli,Male,black,47,Limpopo,Kyle 65@mailxyz.com,@Kyle 6
809349,3/15/2016 11:59,Tue,Mar,15,Weekday,2016,1899-12-31T00:13:34.000Z,Morning,Middle_Aged,E! Entertainment,1899-12-31T02:13:34.000Z,Yong,Pilot,Male,None,47,Gauteng,Yong 485@mailxyz.com,@Yong 48
809360,2/18/2016 20:42,Thu,Feb,18,Weekday,2016,1899-12-31T00:00:04.000Z,Morning,null,Supersport Live Events,1899-12-31T02:00:04.000Z,Dee,Jacox,Male,black,13,Mpumalanga,Dee 215@mailxyz.com,@Dee 21
809362,2/14/2016 13:50,Sun,Feb,14,Weekday,2016,1899-12-31T00:03:44.000Z,Morning,Adult,Africa Magic,1899-12-31T02:03:44.000Z,Shane,Singer,Male,black,36,Gauteng,Shane 24@abcmail.com,@Shane 2
809364,3/6/2016 08:19,Sun,Mar,6,Weekday,2016,1899-12-31T00:00:31.000Z,Morning,Adult,CNN,1899-12-31T02:00:31.000Z,Royal,Shkreli,Male,indian_asian,36,Mpumalanga,Royal 172@gmail.com,@Royal 17
809369,3/29/2016 8:43,Tue,Mar,29,Weekday,2016,1899-12-31T00:16:26.000Z,Morning,Youth,ICC Cricket World Cup 2011,1899-12-31T02:16:26.000Z,Donald,Marek,Male,coloured,33,Western Cape,Donald 221@yahoo.com,@Donald 22
809374,3/21/2016 12:13,Mon,Mar,21,Weekday,2016,1899-12-31T00:02:47.000Z,Morning,Youth,Cartoon Network,1899-12-31T02:02:47.000Z,Charlie,Slane,Male,white,25,Gauteng,Charlie 361@yahoo.com,@Charlie 36
809380,3/15/2016 13:55,Tue,Mar,15,Weekday,2016,1899-12-31T00:45:44.000Z,Morning,Youth,ICC Cricket World Cup 2011,1899-12-31T02:45:44.000Z,Donald,Leicht,Male,white,32,Free State,Donald 221@yahoo.com,@Donald 22
809382,2/28/2016 17:27,Sun,Feb,28,Weekday,2016,1899-12-31T00:04:38.000Z,Morning,Youth,CNN,1899-12-31T02:04:38.000Z,Dion,Nicholls,Male,black,24,Gauteng,Dion 333@mail.com,@Dion 33
809387,2/20/2016 13:48,Sat,Feb,20,Weekday,2016,1899-12-31T00:00:35.000Z,Morning,Youth,Africa Magic,1899-12-31T02:00:35.000Z,Cory,Sieren,Male,white,24,North West,Cory 102@gmail.com,@Cory 10
809392,3/8/2016 09:23,Tue,Mar,8,Weekday,2016,1899-12-31T00:04:16.000Z,Morning,Adult,ICC Cricket World Cup 2011,1899-12-31T02:04:16.000Z,Hugh,Tancredi,Male,coloured,37,Western Cape,Hugh11@yahoo.com,@Hugh1
809395,2/21/2016 19:45,Sun,Feb,21,Weekday,2016,1899-12-31T00:00:19.000Z,Morning,Youth,Cartoon Network,1899-12-31T02:00:19.000Z,Loyd,Sytsma,Male,coloured,20,Mpumalanga,Loyd 491@yahoo.com,@Loyd 49
809398,1/5/2016 20:27,Tue,Jan,5,Weekday,2016,1899-12-31T00:26:06.000Z,Morning,Adult,Supersport Live Events,1899-12-31T02:26:06.000Z,Shane,Pilot,Male,black,37,Western Cape,Shane 25@mailxyz.com,@Shane 2
809401,3/6/2016 13:02,Sun,Mar,6,Weekday,2016,1899-12-31T00:00:30.000Z,Morning,Youth,Channel O,1899-12-31T02:00:30.000Z,Cory,Hoadley,Male,indian_asian,30,Limpopo,Cory 102@gmail.com,@Cory 10
809407,2/9/2016 04:49,Tue,Feb,9,Weekday,2016,1899-12-31T00:26:04.000Z,Morning,Youth,Africa Magic,1899-12-31T02:26:04.000Z,Rebekah,Paradis,Female,black,33,Limpopo,Rebekah 173@mail.com,@Rebekah 17
809422,2/21/2016 16:46,Sun,Feb,21,Weekday,2016,1899-12-31T00:00:28.000Z,Morning,Senior,Africa Magic,1899-12-31T02:00:28.000Z,Carter,Borelli,Male,white,59,Gauteng,Carter 34@abcmail.com,@Carter 3
809423,1/12/2016 20:01,Tue,Jan,12,Weekday,2016,1899-12-31T00:11:42.000Z,Morning,Youth,SuperSport Blitz,1899-12-31T02:11:42.000Z,Lloyd,Sytsma,Male,white,30,Mpumalanga,Lloyd 71@yahoo.com,@Lloyd 7
809424,2/22/2016 18:59,Mon,Feb,22,Weekday,2016,1899-12-31T00:00:40.000Z,Morning,Youth,E! Entertainment,1899-12-31T02:00:40.000Z,Krysta,Mastrangelo,Female,coloured,24,Western Cape,Krysta 354@abcmail.com,@Krysta 35
809432,3/6/2016 14:07,Sun,Mar,6,Weekday,2016,1899-12-31T00:00:50.000Z,Morning,Adult,Supersport Live Events,1899-12-31T02:00:50.000Z,Brendan,Singer,Male,coloured,37,Eastern Cape,Brendan 453@mail.com,@Brendan 45
809442,3/3/2016 08:29,Thu,Mar,3,Weekday,2016,1899-12-31T00:21:34.000Z,Morning,Adult,ICC Cricket World Cup 2011,1899-12-31T02:21:34.000Z,Hyman,Langenfeld,Male,black,37,Western Cape,Hyman 84@abcmail.com,@Hyman 8
809448,3/5/2016 18:49,Sat,Mar,5,Weekday,2016,1899-12-31T00:04:44.000Z,Morning,Youth,Supersport Live Events,1899-12-31T02:04:44.000Z,Dion,Biggers,Male,coloured,20,Western Cape,Dion 335@mailxyz.com,@Dion 33
809449,2/24/2016 15:58,Wed,Feb,24,Weekday,2016,1899-12-31T00:01:47.000Z,Morning,Youth,Cartoon Network,1899-12-31T02:01:47.000Z,Hyman,Fudge,Male,coloured,24,KwaZulu-Natal,Hyman 81@yahoo.com,@Hyman 8
809450,2/3/2016 13:04,Wed,Feb,3,Weekday,2016,1899-12-31T00:23:18.000Z,Morning,Youth,Trace TV,1899-12-31T02:23:18.000Z,Hugh,Hier,Male,black,24,KwaZulu-Natal,Hugh14@abcmail.com,@Hugh1
809451,3/6/2016 07:02,Sun,Mar,6,Weekday,2016,1899-12-31T00:01:36.000Z,Morning,Youth,Channel O,1899-12-31T02:01:36.000Z,Kyle,Fudge,Male,black,23,KwaZulu-Natal,Kyle 63@mail.com,@Kyle 6
809455,2/8/2016 09:14,Mon,Feb,8,Weekday,2016,1899-12-31T00:21:05.000Z,Morning,Adult,CNN,1899-12-31T02:21:05.000Z,Stefan,Singer,Male,black,37,North West,Stefan 464@abcmail.com,@Stefan 46
809463,2/22/2016 21:08,Mon,Feb,22,Weekday,2016,1899-12-31T00:01:43.000Z,Morning,Adult,CNN,1899-12-31T02:01:43.000Z,Abel,Martello,Male,black,36,Western Cape,Abel 182@gmail.com,@Abel 18
809464,1/14/2016 10:58,Thu,Jan,14,Weekday,2016,1899-12-31T00:00:53.000Z,Morning,Youth,Africa Magic,1899-12-31T02:00:53.000Z,Winona,Wigfall,Female,black,18,Mpumalanga,Winona 181@yahoo.com,@Winona 18
809465,2/2/2016 07:38,Tue,Feb,2,Weekday,2016,1899-12-31T00:00:18.000Z,Morning,Youth,CNN,1899-12-31T02:00:18.000Z,Jacinto,Gettys,Male,None,29,Gauteng,Jacinto 254@abcmail.com,@Jacinto 25
809467,2/25/2016 6:43,Thu,Feb,25,Weekday,2016,1899-12-31T00:00:48.000Z,Morning,Adult,Boomerang,1899-12-31T02:00:48.000Z,Blanca,Slane,Female,black,41,Western Cape,Blanca 191@yahoo.com,@Blanca 19
809469,2/4/2016 16:59,Thu,Feb,4,Weekday,2016,1899-12-31T00:01:54.000Z,Morning,Adult,SuperSport Blitz,1899-12-31T02:01:54.000Z,Shane,Wigfall,Male,white,44,Free State,Shane 25@mailxyz.com,@Shane 2
809484,2/16/2016 15:39,Tue,Feb,16,Weekday,2016,1899-12-31T00:00:41.000Z,Morning,Youth,Vuzu,1899-12-31T02:00:41.000Z,Stephen,Sieren,Male,black,20,Limpopo,Stephen 155@mailxyz.com,@Stephen 15
809486,2/22/2016 7:14,Mon,Feb,22,Weekday,2016,1899-12-31T00:07:11.000Z,Morning,Youth,CNN,1899-12-31T02:07:11.000Z,Shane,Nicholls,Male,white,25,Gauteng,Shane 21@yahoo.com,@Shane 2
809492,3/30/2016 13:56,Wed,Mar,30,Weekday,2016,1899-12-31T00:02:30.000Z,Morning,Youth,ICC Cricket World Cup 2011,1899-12-31T02:02:30.000Z,Lucas,Creager,Male,indian_asian,27,Limpopo,Lucas 235@mailxyz.com,@Lucas 23
809493,3/3/2016 08:00,Thu,Mar,3,Weekday,2016,1899-12-31T00:01:40.000Z,Morning,Adult,ICC Cricket World Cup 2011,1899-12-31T02:01:40.000Z,Earl,Paradis,Male,None,40,KwaZulu-Natal,Earl 422@gmail.com,@Earl 42
809495,2/24/2016 9:35,Wed,Feb,24,Weekday,2016,1899-12-31T00:02:52.000Z,Morning,Adult,ICC Cricket World Cup 2011,1899-12-31T02:02:52.000Z,Williemae,Holt,Female,black,35,Limpopo,Williemae 332@gmail.com,@Williemae 33
809500,2/20/2016 6:37,Sat,Feb,20,Weekday,2016,1899-12-31T00:21:00.000Z,Morning,Youth,Cartoon Network,1899-12-31T02:21:00.000Z,Lane,Condie,Male,coloured,28,Gauteng,Lane 111@yahoo.com,@Lane 11
809504,1/8/2016 07:00,Fri,Jan,8,Weekday,2016,1899-12-31T00:01:03.000Z,Morning,Adult,Vuzu,1899-12-31T02:01:03.000Z,Dion,Leicht,Male,black,44,Gauteng,Dion 334@abcmail.com,@Dion 33
809511,2/27/2016 16:40,Sat,Feb,27,Weekday,2016,1899-12-31T00:02:06.000Z,Morning,Adult,Cartoon Network,1899-12-31T02:02:06.000Z,Epifania,Crotty,Female,coloured,35,Western Cape,Epifania 354@abcmail.com,@Epifania 35
809516,2/21/2016 15:51,Sun,Feb,21,Weekday,2016,1899-12-31T00:00:08.000Z,Morning,Youth,Africa Magic,1899-12-31T02:00:08.000Z,Luanna,Hoadley,Female,black,23,Mpumalanga,Luanna 434@abcmail.com,@Luanna 43
809528,3/26/2016 18:41,Sat,Mar,26,Weekday,2016,1899-12-31T00:00:14.000Z,Morning,Middle_Aged,Supersport Live Events,1899-12-31T02:00:14.000Z,Stefan,Langenfeld,Male,white,53,Gauteng,Stefan 463@mail.com,@Stefan 46
809530,2/24/2016 15:54,Wed,Feb,24,Weekday,2016,1899-12-31T00:00:42.000Z,Morning,Adult,ICC Cricket World Cup 2011,1899-12-31T02:00:42.000Z,Samuel,Nicholls,Male,black,36,Western Cape,Samuel 264@abcmail.com,@Samuel 26
809535,1/31/2016 12:25,Sun,Jan,31,Weekday,2016,1899-12-31T00:02:31.000Z,Morning,Senior,MK,1899-12-31T02:02:31.000Z,Irving,Holt,Male,coloured,59,Western Cape,Irving 55@mailxyz.com,@Irving 5
809536,2/21/2016 10:09,Sun,Feb,21,Weekday,2016,1899-12-31T00:15:40.000Z,Morning,Youth,ICC Cricket World Cup 2011,1899-12-31T02:15:40.000Z,Stacy,Vital,Male,coloured,32,Western Cape,Stacy 275@mailxyz.com,@Stacy 27
809538,3/18/2016 14:43,Fri,Mar,18,Weekday,2016,1899-12-31T00:03:40.000Z,Morning,Youth,Boomerang,1899-12-31T02:03:40.000Z,Carter,Roquemore,Male,indian_asian,28,KwaZulu-Natal,Carter 34@abcmail.com,@Carter 3
809542,2/21/2016 6:41,Sun,Feb,21,Weekday,2016,1899-12-31T00:05:52.000Z,Morning,null,SuperSport Blitz,1899-12-31T02:05:52.000Z,Donald,Paradis,Male,white,16,Western Cape,Donald 224@abcmail.com,@Donald 22
809544,2/21/2016 7:53,Sun,Feb,21,Weekday,2016,1899-12-31T00:02:22.000Z,Morning,Youth,Supersport Live Events,1899-12-31T02:02:22.000Z,Chas,Gettys,Male,None,24,Limpopo,Chas 352@gmail.com,@Chas 35
809547,3/15/2016 10:10,Tue,Mar,15,Weekday,2016,1899-12-31T00:00:20.000Z,Morning,Adult,ICC Cricket World Cup 2011,1899-12-31T02:00:20.000Z,Lucas,Mcclaine,Male,indian_asian,38,Gauteng,Lucas 234@abcmail.com,@Lucas 23
809549,2/14/2016 7:34,Sun,Feb,14,Weekday,2016,1899-12-31T00:01:16.000Z,Morning,Youth,CNN,1899-12-31T02:01:16.000Z,Michel,Jacox,Male,black,32,Gauteng,Michel 202@gmail.com,@Michel 20
809552,3/10/2016 18:59,Thu,Mar,10,Weekday,2016,1899-12-31T00:02:13.000Z,Morning,Youth,CNN,1899-12-31T02:02:13.000Z,Irving,Tancredi,Male,black,34,Gauteng,Irving 55@mailxyz.com,@Irving 5
